Product Name,Price,Description
Tisanes Bouncing Broccoli BIO en vrac,"40,55 € ht","Tisanes Saveur Brocoli-chou Ingrédients : Brocoli* (38%), chou* (31%), carotte*, poivron*, persil*, sarriette*, spirulina*, muscade*. *Issu de l'agriculture biologiqueDosage : 20 g/LTemps d'infusion : 10 - 15 MinTempérature d'infusion :..."
"Infusion fruitée (Citron vert, pêche) BIO en vrac","33,20 € ht","Saveur : Citron vert -pêche Ingrédients : Pomme*, coing*, cynorrhodon*, datte (datte, farine de riz)*, écorces de citron*, menthe* (6%), arôme naturel (pêche, abricot), reine des prés*, pêche* (3%), abricot*...."
Tisane Mes jambes légères BIO,"42,45 € ht",Tisane Non aromatisé La feuille de Myrtille est traditionnellement utilisée pour diminuer la sensation de jambes lourdes pour une prise journalière de 3 infusettes de ce mélange. Ingrédients : Vigne...
Tisane Ma Minceur BIO,"33,50 € ht","Tisane Non aromatisé La feuille de Maté contribue à la gestion du poids dans le cadre d'un régime hypocalorique. Ingrédients : Maté vert BIO feuille coupée*, Hibiscus BIO fleur coupée*,..."
Tisane Mon foie léger BIO,"26,55 € ht","Tisane Non aromatisé Les fruits d'Aneth aident à maintenir une fonction hépatique normale. Ingrédients : Aneth BIO fruit*, Romarin BIO feuille coupée*, Curcuma BIO racine coupée*, Tilleul aubier rouge BIO. *Issu de l‘agriculture..."
"Infusion fruitée petite friandise (figue de barbarie, abricot) en vrac","33,50 € ht","Arômes naturels : Figue de barbarie-abricot Ingrédients : Pomme, cynorrhodon, figue (figue, farine de riz) (11%), papaye, écorces de citron, coing, arôme naturel, griotte. Mélange premium avec des ingrédients issus..."
Tisane Mon sommeil BIO,"54,45 € ht","Tisane Non aromatisé La feuille d'Oranger Bigaradier contribue à un sommeil naturel. Ingrédients : Orange douce BIO zeste coupé menu*, Matricaire BIO capitule*, Oranger bigaradier BIO feuille coupée*, Coquelicot BIO pétale coupée. *Issu..."
Tisane Ma Detox BIO,"31,80 € ht","Tisane Non aromatisé La feuille de Romarin est traditionnellement utilisée pour aider les fonctions d'élimination de l'organisme. Ingrédients : Romarin BIO feuille coupée*, Thé vert BIO feuille gunpowder*, Fenouil doux BIO..."
Tisane Zen BIO,"24,35 € ht","Tisane Non aromatisé La feuille d'Oranger Bigaradier aide à maintenir une relaxation optimale. Ingrédients : Oranger bigaradier BIO feuille coupée*, Menthe poivrée BIO partie aérienne coupée*, Anis vert BIO fruit*, Tilleul officinal BIO..."
Tisanes Popeye Bio en vrac,"39,50 € ht","Tisanes Saveur épinards citron menthe Ingrédients : Epinards* (31%), citronnelle*, menthe verte*, écorces de citron*, cive*, baies d‘açai moulues*. *Issu de l‘agriculture biologiqueDosage : 20 g/LTemps d'infusion : 10 -..."
Tisane Ma respiration BIO,"43,60 € ht","Tisane Non aromatisé La feuille de Thym facilite la respiration. Ingrédients : Thym « Sud France » BIO feuille entière*, Eucalyptus BIO feuille coupée*, Eucalyptus globulus*, Bouillon blanc BIO sommité coupée*, Guimauve BIO..."
Tisane Ma vitalité BIO,"35,55 € ht","Tisane Non aromatisé La fleur d'Hibiscus est traditionnellement utilisée pour vous sentir plus énergique. Ingrédients : Hibiscus BIO fleur coupée*, Menthe poivrée BIO feuille coupée*, Citronnelle (Lemon grass) BIO partie aérienne coupée*, Cannelle..."
Tisane Mon transit BIO,"40,50 € ht","Tisane Non aromatisé Le fruit de Fenouil Doux est reconnu pour faciliter la digestion. Ingrédients : Guimauve BIO sommité France coupée*; Mauve BIO feuille coupée*, Frêne BIO feuille qualité extra coupée*, Badiane BIO..."
Tisane Ma digestion BIO,"33,75 € ht","Tisane Non aromatisé Le fruit de Fenouil Doux est reconnu pour faciliter la digestion.  Ingrédients : Angélique fruit bio*, anis vert fruit bio*, fenouil fruit bio*, mélissepartie aérienne bio*, menthe..."
Infusion fruitée (Fleurs d'oranger) en vrac,"35,80 € ht","Infusion fruitée Saveur fleurs d'oranger Ingrédients : Pomme, verveine, citronnelle, verveine entière, écorces d'orange, bâtons de cannelle, arôme naturel d'orange, arôme naturel. Mélange premium élaboré avec des ingrédients issus de..."
Tisane Ma detox sans théine BIO,"30,00 € ht","Tisane Non aromatisé La feuille de Romarin est traditionnellement utilisée pour aider les fonctions d'élimination de l'organisme. Ingrédients : Romarin BIO feuille coupée*, Rooibos BIO*, Fenouil doux BIO fruit*, Chiendent officinal BIO...."
Tisane Mon Allaitement BIO,"61,35 € ht","Tisane Non aromatisé Les fruits d'Anis vert et de Carvi Noir favorisent la production de lait maternel. Ingrédients : Anis vert BIO fruit*, Verveine odorante BIO feuille coupée*ORIGINE FRANCE, Carvi noir..."
Infusion fruitée intense (coco) en vrac,"35,80 € ht","Arôme naturel : Coco Ingrédients : Pomme, betterave rouge (36%), carvi, coco (5%), arôme naturel, curry. Mélange premium avec des ingrédients issus de l'agriculture durable et des arômes naturels. Dosage..."
